name,text,class,rarity,type,cost,health,attack,durability,image
Tauren Warrior,Taunt. Enrage: +3 Attack,Neutral,Common,Minion,3,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/tauren-warrior-200x286.png
Temple Enforcer,Battlecry: Give a friendly minion +3 Health.,Priest,Common,Minion,6,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/temple-enforcer-200x286.png
Tending Tauren,Choose One  - Give your other minions +1/+1; or Summon two 2/2 Treants.,Druid,Rare,Minion,6,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/tending-tauren-200x286.png
Tess Greymane,Battlecry:  Replay every card from another class you've played this game  (targets chosen randomly).,Rogue,Legendary,Minion,8,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/tess-greymane-hd-200x286.png
Test Subject,Deathrattle:  Return any spells you cast on this minion to your hand.,Priest,Rare,Minion,1,0,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/2c94f2823589bd506e69d9b67039c39ee1814a38da2074c95ba0689e1d0225bd-200x276.png
The Beast,Deathrattle: Summon a 3/3 Finkle Einhorn for your opponent.,Neutral,Legendary,Minion,6,9,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/the-beast-200x286.png
The Beast Within,"Give a friendly Beast +1/+1, then it attacks a random enemy minion.",Hunter,Epic,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/the-beast-within-card-art-200x286.png
The Black Knight,Battlecry: Destroy an enemy minion with Taunt.,Neutral,Legendary,Minion,6,4,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/the-black-knight-200x286.png
The Boom Reaver,Battlecry:  Summon a copy of a minion in your deck. Give it  Rush .,Warrior,Legendary,Minion,10,7,9,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/The-Boom-Reaver-200x276.png
The Boomship,Summon 3 random minions from your hand. Give them  Rush .,Warrior,Legendary,Spell,9,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/The-Boomship-200x275.png
The Forest's Aid,"Twinspell 

Summon five 2/2 Treants.",Druid,Rare,Spell,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/The-Forests-Aid-200x279.png
The Glass Knight,"Divine Shield 

Whenever you restore Health, gain  Divine Shield .",Paladin,Legendary,Minion,4,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/the-glass-knight-hd-200x286.png
The Soularium,"Draw 3 cards. At the end of your turn, discard them.",Warlock,Legendary,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/The-Soularium-200x267.png
The Storm Bringer,Transform your minions into random  Legendary  minions.,Shaman,Legendary,Spell,7,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/the-storm-bringer-200x286.png
Thoughtsteal,Copy 2 cards from your opponent's deck and put them into your hand.,Priest,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/thoughtsteal-200x286.png
Thrallmar Farseer,Windfury,Neutral,Common,Minion,3,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/thrallmar-farseer-200x286.png
Thunderhead,"After you play a card with  Overload , summon two 1/1 Sparks with  Rush .",Shaman,Epic,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Thunderhead-200x279.png
Ticket Scalper,Overkill:  Draw 2 cards.,Neutral,Common,Minion,4,5,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/ticket-scalper-card-art-200x286.png
Timber Wolf,Your other Beasts have +1 Attack.,Hunter,Free,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/timber-wolf-200x286.png
Time Out!,Your hero is  Immune  until your next turn.,Paladin,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/time-out-card-art-200x286.png
Tinkmaster Overspark,Battlecry: Transform another random minion into a 5/5 Devilsaur or a 1/1 Squirrel.,Neutral,Legendary,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/tinkmaster-overspark-200x286.png
Tirion Fordring,Divine Shield. Taunt. Deathrattle: Equip a 5/3 Ashbringer.,Paladin,Legendary,Minion,8,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/tirion-fordring1-200x286.png
Togwaggle's Scheme,"Choose a minion. Shuffle 1 copy of it into your deck.

 (Upgrades each turn!)",Rogue,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/b8e2e6b4180156a10c828f55a292a0ec53b852807ed39f5edeb0b6c742e3d484-200x276.png
"Toki, Time-Tinker",Battlecry:  Add a random  Legendary  minion from the past to your hand.,Mage,Legendary,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/toki-time-tinker-hd-200x286.png
Tome of Intellect,Add a random Mage spell to your hand.,Mage,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/09/tome-of-intellect-200x286.png
Topsy Turvy,Swap a minion's Attack and Health.,Priest,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/topsy-turvy-200x286.png
Totem Cruncher,"Taunt 

 Battlecry:  Destroy your totems. Gain +2/+2 for each destroyed.",Shaman,Epic,Minion,4,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/totem-cruncher-hd-200x286.png
Totemic Might,Give your Totems +2 Health.,Shaman,Free,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/totemic-might-200x286.png
Totemic Smash,"Deal 2 damage.

 Overkill:  Summon a basic Totem.",Shaman,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/totemic-smash-card-art-200x286.png
Town Crier,Battlecry:  Draw a  Rush  minion from your deck.,Warrior,Epic,Minion,1,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/town-crier-hd-200x286.png
Toxfin,Battlecry:  Give a friendly Murloc  Poisonous .,Neutral,Common,Minion,1,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Toxfin-200x280.png
Toxicologist,Battlecry:  Give your weapon +1 Attack.,Neutral,Common,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/Toxicologist-200x276.png
Toxmonger,"Whenever you play a minion that costs (1), give it  Poisonous .",Hunter,Epic,Minion,4,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/toxmonger-hd-200x286.png
Tracking,Look at the top three cards of your deck. Draw one and discard the others.,Hunter,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/tracking-200x286.png
Travelling Healer,"Divine Shield 

 Battlecry:  Restore 3 Health.",Neutral,Common,Minion,4,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Travelling-Healer-200x279.png
Treespeaker,Battlecry:  Transform your Treants into 5/5 Ancients.,Druid,Epic,Minion,5,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/treespeaker-temp-200x286.png
Truesilver Champion,"Whenever your hero attacks, restore 2 Health to it.",Paladin,Free,Weapon,4,4,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/truesilver-champion-200x286.png
Tundra Rhino,Your Beasts have Charge.,Hunter,Free,Minion,5,2,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/tundra-rhino-200x286.png
Tunnel Blaster,"Taunt 

 Deathrattle:  Deal 3 damage to all minions.",Neutral,Rare,Minion,7,3,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Tunnel-Blaster-200x280.png
Twilight Drake,Battlecry: Gain +1 Health for each card in your hand.,Neutral,Rare,Minion,4,4,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/twilight-drake-200x286.png
Twisting Nether,Destroy all minions.,Warlock,Epic,Spell,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/twisting-nether-200x286.png
Unbound Elemental,"Whenever you play a card with  Overload , gain +1/+1.",Shaman,Common,Minion,3,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/unbound-elemental-new-200x286.png
Underbelly Angler,"After you play a Murloc, add a random Murloc to your hand.",Shaman,Rare,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Underbelly-Angler-200x280.png
Underbelly Fence,,Rogue,Rare,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Underbelly-Fence-1-200x276.png
Underbelly Ooze,"After this minion survives damage, summon a copy of it.",Neutral,Rare,Minion,7,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Underbelly-Ooze-200x280.png
Unexpected Results,Summon two random 2-Cost minions  (improved by  Spell Damage ).,Mage,Epic,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/unexpected-results-200x286.png
Unidentified Contract,"Destroy a minion.

Gains a bonus effect in your hand.",Rogue,Epic,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Unidentified-Contract-200x284.png
Unleash the Beast,"Twinspell 

Summon a 5/5 Wyvern with  Rush .",Hunter,Rare,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Unleash-the-Beast-1-200x276.png
Unleash the Hounds,"For each enemy minion, summon a 1/1 Hound with Charge.",Hunter,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/unleash-the-hounds-200x286.png
Unpowered Mauler,Can only attack if you cast a spell this turn.,Neutral,Rare,Minion,2,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/Unpowered-Mauler-200x276.png
Unpowered Steambot,Taunt,Neutral,Common,Minion,4,0,9,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/unpowered-steambot-200x286.png
Unseen Saboteur,Battlecry:  Your opponent casts a random spell from their hand  (targets chosen randomly) .,Neutral,Epic,Minion,6,5,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Unseen-Saboteur-200x276.png
Unsleeping Soul,"Silence  a friendly minion, then summon a copy of it.",Priest,Common,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Unsleeping-Soul-200x284.png
Untamed Beastmaster,"Whenever you draw a Beast, give it +2/+2.",Neutral,Epic,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/untamed-beastmaster-card-art-200x286.png
Upgrade!,"If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.",Warrior,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/upgrade-200x286.png
Upgradeable Framebot,,Neutral,Common,Minion,2,1,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/upgradeable-framebot-200x286.png
Ursatron,Deathrattle:  Draw a Mech from your deck.,Hunter,Common,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Ursatron-200x280.png
Vanish,Return all minions to their owner's hand.,Rogue,Free,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/vanish-200x286.png
Vaporize,"Secret: When a minion attacks your hero, destroy it.",Mage,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/vaporize-200x286.png
Vendetta,Deal 4 damage to a minion. Costs (0) if you're holding a card from another class.,Rogue,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Vendetta-200x276.png
Venomizer,"Magnetic 

 Poisonous",Hunter,Common,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/Venomizer-200x276.png
Venture Co. Mercenary,Your minions cost (3) more.,Neutral,Common,Minion,5,7,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/venture-co-mercenary-200x286.png
Vereesa Windrunner,"Battlecry:  Equip Thori'dal, the Stars' Fury.",Hunter,Legendary,Minion,7,5,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Vereesa-Windrunner-200x276.png
Vex Crow,"Whenever you cast a spell, summon a random 2-Cost minion.",Mage,Common,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/vex-crow-hd-200x286.png
Vicious Scalehide,"Lifesteal 

 Rush",Neutral,Common,Minion,2,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/vicious-scalehide-200x286.png
Vicious Scraphound,"Whenever this minion deals damage, gain that much Armor.",Warrior,Common,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Vicious-Scraphound-200x280.png
Vilebrood Skitterer,"Poisonous 

 Rush",Hunter,Common,Minion,5,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/vilebrood-skitterer-200x286.png
Violet Haze,Add 2 random  Deathrattle  cards to your hand.,Rogue,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/Violet-Haze-200x276.png
Violet Spellsword,Battlecry:  Gain +1 Attack for each spell in your hand.,Neutral,Common,Minion,4,1,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Violet-Spellsword-200x280.png
Violet Teacher,"Whenever you cast a spell, summon a 1/1 Violet Apprentice.",Neutral,Rare,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/violet-teacher-200x286.png
Violet Warden,"Taunt 

 Spell Damage +1",Neutral,Common,Minion,6,4,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Violet-Warden-200x280.png
Vivid Nightmare,"Choose a friendly minion.

Summon a copy of it with 1 Health remaining.",Priest,Epic,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/vivid-nightmare-hd-200x286.png
Void Analyst,Deathrattle:  Give all Demons in your hand +1/+1.,Warlock,Rare,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/void-analyst-200x286.png
Void Contract,Destroy half of each player's deck.,Warlock,Epic,Spell,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/void-contract-card-art-200x286.png
Void Terror,Battlecry: Destroy the minions on either side of this minion and gain their Attack and Health.,Warlock,Rare,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/void-terror-200x286.png
Voidwalker,Taunt,Warlock,Free,Minion,1,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/voidwalker-200x286.png
Voltaic Burst,Summon two 1/1 Sparks with  Rush .  Overload:  (1),Shaman,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/voltaic-burst-200x286.png
Voodoo Doctor,Battlecry: Restore 2 Health.,Neutral,Free,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/voodoo-doctor-200x286.png
Voodoo Doll,"Battlecry:  Choose a minion.

 Deathrattle:  Destroy the chosen minion.",Neutral,Epic,Minion,3,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/voodoo-doll-hd-200x286.png
Waggle Pick,Deathrattle:  Return a random friendly minion to your hand. It costs (2) less.,Rogue,Epic,Weapon,4,4,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Waggle-Pick-200x277.png
Walk the Plank,Destroy an undamaged minion.,Rogue,Common,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/walk-the-plank-card-art-200x286.png
Walking Fountain,"Lifesteal, Rush, Windfury",Shaman,Common,Minion,8,4,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Walking-Fountain-200x276.png
Walnut Sprite,Echo,Neutral,Common,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/walnut-sprite-200x286.png
WANTED!,"Deal 3 damage to a minion. If that kills it, add a Coin to your hand.",Rogue,Epic,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/wanted-hd-200x286.png
War Golem,,Neutral,Free,Minion,7,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/war-golem-200x286.png
War Master Voone,Battlecry:  Copy all Dragons in your hand.,Warrior,Legendary,Minion,4,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/war-master-voone-card-art-200x286.png
Wardruid Loti,Choose One  - Transform into one of Loti's four dinosaur forms.,Druid,Legendary,Minion,3,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/wardruid-loti-card-art-200x286.png
Wargear,Magnetic,Neutral,Common,Minion,5,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/wargear-200x286.png
Warpath,"Echo 

Deal 1 damage to all minions.",Warrior,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/warpath-200x286.png
Warsong Commander,Your  Charge  minions have +1 Attack.,Warrior,Free,Minion,3,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/warsong-commander2-200x286.png
Wartbringer,"Battlecry:  If you played 2 spells this turn, deal 2 damage.",Shaman,Common,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/wartbringer-card-art-200x286.png
Water Elemental,Freeze  any character damaged by this minion.,Mage,Free,Minion,4,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/water-elemental-new-200x286.png
Waterboy,Battlecry:  Your next Hero Power this turn costs (0).,Neutral,Rare,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/waterboy-card-art-200x286.png
Weaponized Pinata,Deathrattle:  Add a random  Legendary  minion to your hand.,Neutral,Epic,Minion,4,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/weaponized-pinata-200x286.png
Weapons Project,Each player equips a 2/3 Weapon and gains 6 Armor.,Warrior,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/weapons-project-200x286.png
Whirliglider,Battlecry:  Summon a 0/2 Goblin Bomb.,Neutral,Common,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/Whirliglider-200x276.png
Whirlwind,Deal 1 damage to ALL minions.,Warrior,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/whirlwind-200x286.png
Whirlwind Tempest,Your minions with  Windfury  have  Mega-Windfury .,Neutral,Epic,Minion,8,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Whirlwind-Tempest-200x276.png
Whizbang the Wonderful,You start the game with one of Whizbang's Wonderful Decks!,Neutral,Legendary,Minion,4,4,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/whizbang-the-wonderful-200x286.png
Wild Growth,Gain an empty Mana Crystal.,Druid,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/12/wild-growth-200x286.png
Wild Pyromancer,"After you cast a spell, deal 1 damage to ALL minions.",Neutral,Rare,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/wild-pyromancer-200x286.png
Windfury,Give a minion Windfury.,Shaman,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/windfury-200x286.png
Windfury Harpy,Windfury,Neutral,Common,Minion,6,4,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/windfury-harpy-200x286.png
Windspeaker,Battlecry: Give a friendly minion Windfury.,Shaman,Free,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/windspeaker-200x286.png
Wing Blast,"Deal 4 damage to a minion. If a minion died this turn, this costs (1).",Hunter,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/wing-blast-hd-200x286.png
Wisp,,Neutral,Common,Minion,0,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/wisp-200x286.png
Wispering Woods,Summon a 1/1 Wisp for each card in your hand.,Druid,Epic,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/wispering-woods-hd-200x286.png
Witching Hour,Summon a random friendly Beast that died this game.,Druid,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/witching-hour-hd-200x286.png
Witch's Apprentice,"Taunt 

 Battlecry:  Add a random Shaman spell to your hand.",Shaman,Common,Minion,1,0,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/witchs-apprentice-hd-200x286.png
Witch's Brew,Restore 4 Health. Repeatable this turn.,Shaman,Epic,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Witchs-Brew-200x284.png
Witch's Cauldron,"After a friendly minion dies, add a random Shaman spell to your hand.",Neutral,Epic,Minion,3,0,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/witchs-cauldron-hd-200x286.png
Witchwood Apple,Add three 2/2 Treants to your hand.,Druid,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/witchwood-apple-hd-200x286.png
Witchwood Grizzly,"Taunt 

 Battlecry:  Lost 1 Health for each card in your opponent's hand.",Neutral,Rare,Minion,5,3,12,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/witchwood-grizzly-200x286.png
Witchwood Imp,"Stealth 

 Deathrattle:  Give a random friendly minion +2 Health.",Warlock,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/Witchwood-Imp-200x286.png
Witchwood Piper,Battlecry:  Draw the lowest cost minion in your deck.,Neutral,Rare,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/witchwood-piper-200x286.png
Wolfrider,Charge,Neutral,Free,Minion,3,3,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/wolfrider-200x286.png
Woodcutter's Axe,Deathrattle:  Give a random friendly minion with  Rush  +2/+1.,Warrior,Common,Weapon,2,2,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/woodcutters-axe-hd-200x286.png
Worgen Abomination,"At the end of your turn, deal 2 damage to all other damaged minions.",Neutral,Epic,Minion,7,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/worgen-abomination-hd-200x286.png
Worgen Infiltrator,Stealth,Neutral,Common,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/worgen-infiltrator-200x286.png
Wrath,Choose One  - Deal 3 damage to a minion; or 1 damage and draw a card.,Druid,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/wrath-200x286.png
Wrenchcalibur,"After your hero attacks, shuffle a Bomb into your opponent's deck.",Warrior,Epic,Weapon,4,3,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Wrenchcalibur-200x277.png
Wyrmguard,"Battlecry:  If you're holding a Dragon, gain +1 Attack and Taunt.",Neutral,Common,Minion,7,3,11,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/wyrmguard-200x286.png
Young Dragonhawk,Windfury,Neutral,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/young-dragonhawk1-200x286.png
Young Priestess,"At the end of your turn, give another random friendly minion +1 Health.",Neutral,Rare,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/young-priestess-200x286.png
Youthful Brewmaster,Battlecry: Return a friendly minion from the battlefield to your hand.,Neutral,Common,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/youthful-brewmaster-200x286.png
Ysera,"At the end of your turn, draw a Dream Card.",Neutral,Legendary,Minion,9,4,12,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/ysera-200x286.png
Zandalari Templar,"Battlecry:  If you've restored 10 Health this game, gain +4/+4 and Taunt.",Paladin,Rare,Minion,4,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/zandalari-templar-card-art-200x286.png
Zap!,Deal 2 damage to a minion.  Overload:  (1),Shaman,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/zap-200x286.png
Zentimo,"Whenever you target a minion with a spell, it also targets adjacent ones.",Shaman,Legendary,Minion,3,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/zentimo-card-art-200x286.png
"Zerek, Master Cloner","Deathrattle:  If you've cast any spells on this minion, resummon it.",Priest,Legendary,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Zerek-Master-Cloner-200x287.png
Zerek's Cloning Gallery,Summon a 1/1 copy of each minion in your deck.,Priest,Legendary,Spell,9,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/zereks-cloning-gallery-200x286.png
Zilliax,"Magnetic 

 Divine Shield, Taunt, Lifesteal, Rush",Neutral,Legendary,Minion,5,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/zilliax-200x286.png
Zul'jin,Battlecry : Cast all of the spells you've played this game  (targets chosen randomly) .,Hunter,Legendary,Hero,10,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/zuljin-card-art-200x286.png
